As_of_Date,Name,CSS Start Date,CSS Attrition date,Manager,Manager Start Date,Manager End Date,Role,Role Start Date,Role End Date,Status,Quotas_Pts
2024-06-01,Employee 37,2022-09-26,2024-01-05,Manager 2,2022-09-27,2024-01-05,Associate Account Executive,2024-01-01,2024-01-05,Fired,0
2024-06-01,Employee 38,2022-03-14,2024-05-31,Manager 1,2022-07-01,2024-05-31,Account Executive,2022-03-14,2023-12-31,Fired,0
2024-06-01,Employee 38,2022-03-14,2024-05-31,Manager 1,2022-07-01,2024-05-31,Associate Account Executive,2024-01-01,2024-05-31,Fired,0
2024-06-01,Employee 38,2022-03-14,2024-05-31,Manager 2,2022-05-07,2022-06-30,Account Executive,2022-03-14,2023-12-31,Fired,0
2024-06-01,Employee 38,2022-03-14,2024-05-31,Manager 2,2022-05-07,2022-06-30,Associate Account Executive,2024-01-01,2024-05-31,Fired,0
2024-06-01,Employee 38,2022-03-14,2024-05-31,Manager 31,2022-03-15,2022-05-06,Account Executive,2022-03-14,2023-12-31,Fired,0
2024-06-01,Employee 38,2022-03-14,2024-05-31,Manager 31,2022-03-15,2022-05-06,Associate Account Executive,2024-01-01,2024-05-31,Fired,0
2024-06-01,Employee 4,2023-10-10,,Manager 6,2023-10-10,,Account Executive,2023-10-10,2023-12-31,Ramped,100
2024-06-01,Employee 4,2023-10-10,,Manager 6,2023-10-10,,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 40,2022-08-01,2023-05-05,Manager 12,2022-08-02,2022-09-30,Account Executive,2022-08-01,2023-05-05,Fired,0
2024-06-01,Employee 40,2022-08-01,2023-05-05,Manager 9,2022-10-01,2023-05-05,Account Executive,2022-08-01,2023-05-05,Fired,0
2024-06-01,Employee 41,2023-08-14,,Manager 1,2023-08-14,,Account Executive,2023-08-14,2023-12-31,Ramped,100
2024-06-01,Employee 41,2023-08-14,,Manager 1,2023-08-14,,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 43,2021-07-01,2022-01-14,Manager 31,2022-01-02,2022-01-14,Account Executive,2021-07-01,2022-01-14,Fired,0
2024-06-01,Employee 46,2023-08-01,,Manager 6,2023-08-01,,Account Executive,2023-08-01,2023-12-31,Ramped,100
2024-06-01,Employee 46,2023-08-01,,Manager 6,2023-08-01,,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 48,2023-08-14,2024-03-04,Manager 4,2023-08-14,2024-01-31,Account Executive,2023-08-14,2023-12-31,Fired,0
2024-06-01,Employee 48,2023-08-14,2024-03-04,Manager 4,2023-08-14,2024-01-31,Account Executive,2024-01-01,2024-03-04,Fired,0
2024-06-01,Employee 48,2023-08-14,2024-03-04,Manager 5,2024-02-01,2024-03-04,Account Executive,2023-08-14,2023-12-31,Fired,0
2024-06-01,Employee 48,2023-08-14,2024-03-04,Manager 5,2024-02-01,2024-03-04,Account Executive,2024-01-01,2024-03-04,Fired,0
2024-06-01,Employee 49,2020-05-26,2022-06-07,Manager 14,2022-03-01,2022-06-07,Account Executive,2020-05-26,2022-06-07,Fired,0
2024-06-01,Employee 49,2020-05-26,2022-06-07,Manager 32,2022-01-02,2022-02-28,Account Executive,2020-05-26,2022-06-07,Fired,0
2024-06-01,Employee 5,2022-08-29,2023-09-01,Manager 7,2022-08-29,2023-09-01,Account Executive,2022-08-29,2023-09-01,Fired,0
2024-06-01,Employee 50,2022-12-05,2023-04-03,Manager 33,2022-12-06,2023-02-28,Account Executive,2022-12-05,2023-04-03,Fired,0
2024-06-01,Employee 50,2022-12-05,2023-04-03,Manager 9,2023-03-01,2023-04-03,Account Executive,2022-12-05,2023-04-03,Fired,0
2024-06-01,Employee 51,2022-03-14,2023-06-02,Manager 14,2022-03-15,2022-06-30,Account Executive,2022-03-14,2023-06-02,Fired,0
2024-06-01,Employee 51,2022-03-14,2023-06-02,Manager 14,2023-03-01,2023-03-31,Account Executive,2022-03-14,2023-06-02,Fired,0
2024-06-01,Employee 51,2022-03-14,2023-06-02,Manager 24,2022-07-01,2023-02-28,Account Executive,2022-03-14,2023-06-02,Fired,0
2024-06-01,Employee 51,2022-03-14,2023-06-02,Manager 34,2023-04-01,2023-06-02,Account Executive,2022-03-14,2023-06-02,Fired,0
2024-06-01,Employee 52,2021-09-13,2022-01-31,Manager 31,2022-01-02,2022-01-31,Account Executive,2021-09-13,2022-01-31,Fired,0
2024-06-01,Employee 54,2022-02-14,2022-04-08,Manager 19,2022-02-15,2022-04-08,Account Executive,2022-02-14,2022-04-08,Fired,0
2024-06-01,Employee 55,2022-06-06,2023-09-29,Manager 14,2022-06-07,2023-05-31,Account Executive,2022-06-06,2023-09-29,Fired,0
2024-06-01,Employee 55,2022-06-06,2023-09-29,Manager 25,2023-06-01,2023-07-31,Account Executive,2022-06-06,2023-09-29,Fired,0
2024-06-01,Employee 55,2022-06-06,2023-09-29,Manager 26,2023-08-01,2023-09-29,Account Executive,2022-06-06,2023-09-29,Fired,0
2024-06-01,Employee 56,2023-11-06,,Manager 35,2023-11-06,,Account Executive,2023-11-06,2023-12-31,Ramped,100
2024-06-01,Employee 56,2023-11-06,,Manager 35,2023-11-06,,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 57,2022-08-29,2023-04-04,Manager 14,2023-03-01,2023-04-04,Account Executive,2022-08-29,2023-04-04,Fired,0
2024-06-01,Employee 57,2022-08-29,2023-04-04,Manager 24,2022-08-30,2023-02-28,Account Executive,2022-08-29,2023-04-04,Fired,0
2024-06-01,Employee 58,2022-08-01,2024-05-15,Manager 1,2022-08-02,2022-10-31,Account Executive,2022-08-01,2023-12-31,Fired,0
2024-06-01,Employee 58,2022-08-01,2024-05-15,Manager 1,2022-08-02,2022-10-31,Associate Account Executive,2024-01-01,2024-05-15,Fired,0
2024-06-01,Employee 58,2022-08-01,2024-05-15,Manager 36,2022-11-01,2024-05-15,Account Executive,2022-08-01,2023-12-31,Fired,0
2024-06-01,Employee 58,2022-08-01,2024-05-15,Manager 36,2022-11-01,2024-05-15,Associate Account Executive,2024-01-01,2024-05-15,Fired,0
2024-06-01,Employee 59,2021-08-30,2022-01-14,Manager 31,2022-01-02,2022-01-14,Account Executive,2021-08-30,2022-01-14,Fired,0
2024-06-01,Employee 6,2023-01-03,,Manager 8,2023-01-03,,Account Executive,2023-01-03,,Ramped,100
2024-06-01,Employee 61,2023-07-17,,Manager 35,2023-07-17,,Account Executive,2023-07-17,2023-12-31,Ramped,100
2024-06-01,Employee 61,2023-07-17,,Manager 35,2023-07-17,,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 62,2023-12-01,,Manager 23,2023-12-01,,Account Executive,2023-12-01,2024-04-30,Ramped,100
2024-06-01,Employee 62,2023-12-01,,Manager 23,2023-12-01,,Associate Account Executive,2024-05-01,,Ramped,90
2024-06-01,Employee 65,2023-04-24,2024-03-31,Manager 7,2023-04-24,2024-03-31,Account Executive,2023-04-24,2023-12-31,Fired,0
2024-06-01,Employee 65,2023-04-24,2024-03-31,Manager 7,2023-04-24,2024-03-31,Account Executive,2024-01-01,2024-03-31,Fired,0
2024-06-01,Employee 66,2021-10-11,,Manager 3,2022-01-02,2022-09-30,Account Executive,2021-10-11,2023-12-31,Ramped,100
2024-06-01,Employee 66,2021-10-11,,Manager 3,2022-01-02,2022-09-30,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 66,2021-10-11,,Manager 39,2023-01-01,,Account Executive,2021-10-11,2023-12-31,Ramped,100
2024-06-01,Employee 66,2021-10-11,,Manager 39,2023-01-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 66,2021-10-11,,Manager 4,2022-10-01,2022-12-31,Account Executive,2021-10-11,2023-12-31,Ramped,100
2024-06-01,Employee 66,2021-10-11,,Manager 4,2022-10-01,2022-12-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 68,2022-07-05,2024-02-08,Manager 14,2022-07-06,2023-05-31,Account Executive,2022-07-05,2023-12-31,Fired,0
2024-06-01,Employee 68,2022-07-05,2024-02-08,Manager 14,2022-07-06,2023-05-31,Account Executive,2024-01-01,2024-02-08,Fired,0
2024-06-01,Employee 68,2022-07-05,2024-02-08,Manager 25,2023-06-01,2023-07-31,Account Executive,2022-07-05,2023-12-31,Fired,0
2024-06-01,Employee 68,2022-07-05,2024-02-08,Manager 25,2023-06-01,2023-07-31,Account Executive,2024-01-01,2024-02-08,Fired,0
2024-06-01,Employee 68,2022-07-05,2024-02-08,Manager 26,2023-08-01,2024-02-08,Account Executive,2022-07-05,2023-12-31,Fired,0
2024-06-01,Employee 68,2022-07-05,2024-02-08,Manager 26,2023-08-01,2024-02-08,Account Executive,2024-01-01,2024-02-08,Fired,0
2024-06-01,Employee 69,2021-05-03,2023-03-01,Manager 19,2022-01-02,2023-03-01,Account Executive,2021-05-03,2023-03-01,Fired,0
2024-06-01,Employee 7,2022-11-07,,Manager 10,2023-02-01,2023-10-31,Account Executive,2022-11-07,2023-12-31,Ramped,100
2024-06-01,Employee 7,2022-11-07,,Manager 10,2023-02-01,2023-10-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 7,2022-11-07,,Manager 11,2023-11-01,2024-01-31,Account Executive,2022-11-07,2023-12-31,Ramped,100
2024-06-01,Employee 7,2022-11-07,,Manager 11,2023-11-01,2024-01-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 7,2022-11-07,,Manager 12,2024-02-01,2024-03-31,Account Executive,2022-11-07,2023-12-31,Ramped,100
2024-06-01,Employee 7,2022-11-07,,Manager 12,2024-02-01,2024-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 7,2022-11-07,,Manager 13,2024-04-01,,Account Executive,2022-11-07,2023-12-31,Ramped,100
2024-06-01,Employee 7,2022-11-07,,Manager 13,2024-04-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 7,2022-11-07,,Manager 9,2022-11-07,2023-01-31,Account Executive,2022-11-07,2023-12-31,Ramped,100
2024-06-01,Employee 7,2022-11-07,,Manager 9,2022-11-07,2023-01-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 70,2021-07-19,,Manager 12,2021-07-19,2022-09-30,Account Executive,2021-07-19,2023-12-31,Ramped,100
2024-06-01,Employee 70,2021-07-19,,Manager 12,2021-07-19,2022-09-30,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 70,2021-07-19,,Manager 12,2022-11-01,2024-03-31,Account Executive,2021-07-19,2023-12-31,Ramped,100
2024-06-01,Employee 70,2021-07-19,,Manager 12,2022-11-01,2024-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 70,2021-07-19,,Manager 13,2024-04-01,,Account Executive,2021-07-19,2023-12-31,Ramped,100
2024-06-01,Employee 70,2021-07-19,,Manager 13,2024-04-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 70,2021-07-19,,Manager 33,2022-10-01,2022-10-31,Account Executive,2021-07-19,2023-12-31,Ramped,100
2024-06-01,Employee 70,2021-07-19,,Manager 33,2022-10-01,2022-10-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 73,2022-02-14,2022-08-26,Manager 3,2022-02-15,2022-08-26,Account Executive,2022-02-14,2022-08-26,Fired,0
2024-06-01,Employee 74,2022-07-05,2023-01-04,Manager 12,2022-07-06,2022-09-30,Account Executive,2022-07-05,2023-01-04,Fired,0
2024-06-01,Employee 74,2022-07-05,2023-01-04,Manager 33,2022-10-01,2023-01-04,Account Executive,2022-07-05,2023-01-04,Fired,0
2024-06-01,Employee 75,2023-11-06,2024-03-31,Manager 1,2023-11-06,2024-03-31,Account Executive,2023-11-06,2023-12-31,Fired,0
2024-06-01,Employee 75,2023-11-06,2024-03-31,Manager 1,2023-11-06,2024-03-31,Account Executive,2024-01-01,2024-03-31,Fired,0
2024-06-01,Employee 76,2022-10-24,2023-05-01,Manager 1,2022-10-25,2023-04-30,Account Executive,2022-10-24,2023-05-01,Fired,0
2024-06-01,Employee 76,2022-10-24,2023-05-01,Manager 35,2023-05-01,2023-05-01,Account Executive,2022-10-24,2023-05-01,Fired,0
2024-06-01,Employee 77,2022-08-29,2023-02-10,Manager 2,2022-08-30,2023-02-10,Account Executive,2022-08-29,2023-02-10,Fired,0
2024-06-01,Employee 78,2022-04-11,,Manager 14,2022-04-12,2022-08-31,Account Executive,2022-04-11,2023-12-31,Ramped,100
2024-06-01,Employee 78,2022-04-11,,Manager 14,2022-04-12,2022-08-31,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 78,2022-04-11,,Manager 15,2022-09-01,,Account Executive,2022-04-11,2023-12-31,Ramped,100
2024-06-01,Employee 78,2022-04-11,,Manager 15,2022-09-01,,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 79,2024-01-08,,Manager 3,2024-01-08,,Account Executive,2024-01-08,,Ramped,100
2024-06-01,Employee 8,2022-08-01,,Manager 14,2022-08-01,2022-08-31,Account Executive,2022-08-01,2023-12-31,Ramped,100
2024-06-01,Employee 8,2022-08-01,,Manager 14,2022-08-01,2022-08-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 8,2022-08-01,,Manager 15,2022-09-01,,Account Executive,2022-08-01,2023-12-31,Ramped,100
2024-06-01,Employee 8,2022-08-01,,Manager 15,2022-09-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 80,2024-04-22,,Manager 13,2024-04-22,,Account Executive,2024-04-22,,Ramping 2,24
2024-06-01,Employee 81,2022-07-05,,Manager 1,2022-07-06,,Account Executive,2022-07-05,2023-12-31,Ramped,100
2024-06-01,Employee 81,2022-07-05,,Manager 1,2022-07-06,,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 83,2022-08-29,2023-03-01,Manager 12,2022-08-30,2022-09-30,Account Executive,2022-08-29,2023-03-01,Fired,0
2024-06-01,Employee 83,2022-08-29,2023-03-01,Manager 33,2022-10-01,2023-03-01,Account Executive,2022-08-29,2023-03-01,Fired,0
2024-06-01,Employee 85,2022-01-31,2022-11-30,Manager 19,2022-02-01,2022-11-30,Account Executive,2022-01-31,2022-11-30,Fired,0
2024-06-01,Employee 86,2022-07-05,2023-10-02,Manager 18,2022-07-06,2023-07-31,Account Executive,2022-07-05,2023-10-02,Fired,0
2024-06-01,Employee 86,2022-07-05,2023-10-02,Manager 22,2023-08-01,2023-08-31,Account Executive,2022-07-05,2023-10-02,Fired,0
2024-06-01,Employee 86,2022-07-05,2023-10-02,Manager 23,2023-09-01,2023-10-02,Account Executive,2022-07-05,2023-10-02,Fired,0
2024-06-01,Employee 87,2022-08-29,,Manager 41,2024-04-01,,Account Executive,2022-08-29,2023-12-31,Ramped,100
2024-06-01,Employee 87,2022-08-29,,Manager 41,2024-04-01,,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 87,2022-08-29,,Manager 7,2022-08-30,2024-03-31,Account Executive,2022-08-29,2023-12-31,Ramped,100
2024-06-01,Employee 87,2022-08-29,,Manager 7,2022-08-30,2024-03-31,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 88,2023-03-27,,Manager 36,2023-03-27,,Account Executive,2023-03-27,2023-12-31,Ramped,100
2024-06-01,Employee 88,2023-03-27,,Manager 36,2023-03-27,,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 89,2021-09-27,2022-02-01,Manager 27,2022-01-02,2022-02-01,Account Executive,2021-09-27,2022-02-01,Fired,0
2024-06-01,Employee 9,2023-01-03,2023-06-02,Manager 16,2023-01-03,2023-02-28,Account Executive,2023-01-03,2023-06-02,Fired,0
2024-06-01,Employee 9,2023-01-03,2023-06-02,Manager 17,2023-03-01,2023-03-31,Account Executive,2023-01-03,2023-06-02,Fired,0
2024-06-01,Employee 9,2023-01-03,2023-06-02,Manager 18,2023-04-01,2023-06-02,Account Executive,2023-01-03,2023-06-02,Fired,0
2024-06-01,Employee 90,2021-09-27,2022-02-11,Manager 7,2022-01-02,2022-02-11,Account Executive,2021-09-27,2022-02-11,Fired,0
2024-06-01,Employee 91,2021-08-16,,Manager 16,2023-01-01,2023-02-28,Account Executive,2021-08-16,2023-12-31,Ramped,100
2024-06-01,Employee 91,2021-08-16,,Manager 16,2023-01-01,2023-02-28,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 91,2021-08-16,,Manager 17,2023-03-01,2023-04-30,Account Executive,2021-08-16,2023-12-31,Ramped,100
2024-06-01,Employee 91,2021-08-16,,Manager 17,2023-03-01,2023-04-30,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 91,2021-08-16,,Manager 18,2023-05-01,2023-05-31,Account Executive,2021-08-16,2023-12-31,Ramped,100
2024-06-01,Employee 91,2021-08-16,,Manager 18,2023-05-01,2023-05-31,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 91,2021-08-16,,Manager 19,2023-06-01,,Account Executive,2021-08-16,2023-12-31,Ramped,100
2024-06-01,Employee 91,2021-08-16,,Manager 19,2023-06-01,,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 91,2021-08-16,,Manager 7,2022-01-02,2022-12-31,Account Executive,2021-08-16,2023-12-31,Ramped,100
2024-06-01,Employee 91,2021-08-16,,Manager 7,2022-01-02,2022-12-31,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 94,2023-01-03,2023-09-07,Manager 21,2023-01-03,2023-03-31,Account Executive,2023-01-03,2023-09-07,Fired,0
2024-06-01,Employee 94,2023-01-03,2023-09-07,Manager 6,2023-04-01,2023-09-07,Account Executive,2023-01-03,2023-09-07,Fired,0
2024-06-01,Employee 97,2024-04-29,,Manager 41,2024-04-29,,Account Executive,2024-04-29,,Ramping 2,24
2024-06-01,Employee 98,2022-12-05,,Manager 12,2023-07-01,2023-08-31,Account Executive,2022-12-05,2023-12-31,Ramped,100
2024-06-01,Employee 98,2022-12-05,,Manager 12,2023-07-01,2023-08-31,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 98,2022-12-05,,Manager 42,2023-09-01,,Account Executive,2022-12-05,2023-12-31,Ramped,100
2024-06-01,Employee 98,2022-12-05,,Manager 42,2023-09-01,,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 98,2022-12-05,,Manager 9,2022-12-06,2023-06-30,Account Executive,2022-12-05,2023-12-31,Ramped,100
2024-06-01,Employee 98,2022-12-05,,Manager 9,2022-12-06,2023-06-30,Account Executive,2024-01-01,,Ramped,100
2024-06-01,Employee 99,2023-11-01,,Manager 12,2023-11-01,2024-03-31,Account Executive,2023-10-16,2023-12-31,Ramped,100
2024-06-01,Employee 99,2023-11-01,,Manager 12,2023-11-01,2024-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-06-01,Employee 99,2023-11-01,,Manager 13,2024-04-01,,Account Executive,2023-10-16,2023-12-31,Ramped,100
2024-06-01,Employee 99,2023-11-01,,Manager 13,2024-04-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 1,2022-12-05,2023-07-03,Manager 1,2022-12-05,2023-07-03,Account Executive,2022-12-05,2023-07-03,Fired,0
2024-07-01,Employee 100,2024-04-01,,Manager 19,2024-04-01,,Account Executive,2024-04-01,,Ramping 4,75
2024-07-01,Employee 101,2021-08-30,,Manager 15,2024-04-01,,Account Executive,2021-08-30,2023-12-31,Ramped,100
2024-07-01,Employee 101,2021-08-30,,Manager 15,2024-04-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 101,2021-08-30,,Manager 7,2022-01-02,2024-03-31,Account Executive,2021-08-30,2023-12-31,Ramped,100
2024-07-01,Employee 101,2021-08-30,,Manager 7,2022-01-02,2024-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 102,2023-04-24,,Manager 10,2023-06-01,2023-10-31,Account Executive,2023-04-24,2023-12-31,Ramped,100
2024-07-01,Employee 102,2023-04-24,,Manager 10,2023-06-01,2023-10-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 102,2023-04-24,,Manager 11,2023-11-01,2024-01-31,Account Executive,2023-04-24,2023-12-31,Ramped,100
2024-07-01,Employee 102,2023-04-24,,Manager 11,2023-11-01,2024-01-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 102,2023-04-24,,Manager 12,2024-02-01,2024-03-31,Account Executive,2023-04-24,2023-12-31,Ramped,100
2024-07-01,Employee 102,2023-04-24,,Manager 12,2024-02-01,2024-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 102,2023-04-24,,Manager 14,2023-04-24,2023-05-31,Account Executive,2023-04-24,2023-12-31,Ramped,100
2024-07-01,Employee 102,2023-04-24,,Manager 14,2023-04-24,2023-05-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 102,2023-04-24,,Manager 42,2024-04-01,,Account Executive,2023-04-24,2023-12-31,Ramped,100
2024-07-01,Employee 102,2023-04-24,,Manager 42,2024-04-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 104,2021-09-13,2023-07-07,Manager 2,2022-05-07,2023-07-07,Account Executive,2021-09-13,2023-07-07,Fired,0
2024-07-01,Employee 104,2021-09-13,2023-07-07,Manager 31,2022-01-02,2022-05-06,Account Executive,2021-09-13,2023-07-07,Fired,0
2024-07-01,Employee 105,2022-03-28,2022-04-29,Manager 3,2022-03-29,2022-04-29,Account Executive,2022-03-28,2022-04-29,Fired,0
2024-07-01,Employee 106,2022-08-01,2023-02-28,Manager 2,2022-08-02,2023-02-28,Account Executive,2022-08-01,2023-02-28,Fired,0
2024-07-01,Employee 109,2023-05-23,,Manager 2,2023-05-23,,Account Executive,2023-05-23,2023-12-31,Ramped,100
2024-07-01,Employee 109,2023-05-23,,Manager 2,2023-05-23,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 11,2021-08-30,2023-08-11,Manager 3,2022-01-02,2023-08-11,Account Executive,2021-08-30,2023-08-11,Fired,0
2024-07-01,Employee 110,2022-08-29,2023-05-31,Manager 14,2022-08-30,2023-05-31,Account Executive,2022-08-29,2023-05-31,Fired,0
2024-07-01,Employee 112,2021-09-13,2022-03-02,Manager 27,2022-01-02,2022-02-27,Account Executive,2021-09-13,2022-03-02,Fired,0
2024-07-01,Employee 112,2021-09-13,2022-03-02,Manager 28,2022-02-28,2022-03-01,Account Executive,2021-09-13,2022-03-02,Fired,0
2024-07-01,Employee 112,2021-09-13,2022-03-02,Manager 40,2022-03-02,2022-03-02,Account Executive,2021-09-13,2022-03-02,Fired,0
2024-07-01,Employee 113,2023-02-27,,Manager 12,2023-07-01,2023-08-31,Account Executive,2023-02-27,2023-12-31,Ramped,100
2024-07-01,Employee 113,2023-02-27,,Manager 12,2023-07-01,2023-08-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 113,2023-02-27,,Manager 42,2023-09-01,,Account Executive,2023-02-27,2023-12-31,Ramped,100
2024-07-01,Employee 113,2023-02-27,,Manager 42,2023-09-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 113,2023-02-27,,Manager 9,2023-02-27,2023-06-30,Account Executive,2023-02-27,2023-12-31,Ramped,100
2024-07-01,Employee 113,2023-02-27,,Manager 9,2023-02-27,2023-06-30,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 114,2021-08-23,2022-02-01,Manager 27,2022-01-02,2022-02-01,Account Executive,2021-08-23,2022-02-01,Fired,0
2024-07-01,Employee 116,2022-08-29,2023-05-31,Manager 19,2022-08-30,2023-05-31,Account Executive,2022-08-29,2023-05-31,Fired,0
2024-07-01,Employee 117,2022-08-01,,Manager 14,2022-08-02,2022-08-31,Account Executive,2022-08-01,2023-12-31,Ramped,100
2024-07-01,Employee 117,2022-08-01,,Manager 14,2022-08-02,2022-08-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 117,2022-08-01,,Manager 15,2022-09-01,,Account Executive,2022-08-01,2023-12-31,Ramped,100
2024-07-01,Employee 117,2022-08-01,,Manager 15,2022-09-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 118,2022-06-06,,Manager 12,2022-09-01,2024-03-31,Account Executive,2022-06-06,2023-12-31,Ramped,100
2024-07-01,Employee 118,2022-06-06,,Manager 12,2022-09-01,2024-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 118,2022-06-06,,Manager 28,2022-06-07,2022-08-31,Account Executive,2022-06-06,2023-12-31,Ramped,100
2024-07-01,Employee 118,2022-06-06,,Manager 28,2022-06-07,2022-08-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 118,2022-06-06,,Manager 42,2024-04-01,,Account Executive,2022-06-06,2023-12-31,Ramped,100
2024-07-01,Employee 118,2022-06-06,,Manager 42,2024-04-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 119,2023-12-04,,Manager 23,2023-12-04,,Account Executive,2023-12-04,,Ramped,100
2024-07-01,Employee 12,2022-01-18,2022-07-08,Manager 12,2022-01-18,2022-07-08,Account Executive,2022-01-18,2022-07-08,Fired,0
2024-07-01,Employee 121,2023-06-05,2024-01-01,Manager 19,2023-06-05,2024-01-01,Account Executive,2023-06-05,2023-12-31,Fired,0
2024-07-01,Employee 121,2023-06-05,2024-01-01,Manager 19,2023-06-05,2024-01-01,Account Executive,2024-01-01,2024-01-01,Fired,0
2024-07-01,Employee 122,2024-02-01,,Manager 26,2024-02-01,,Account Executive,2024-02-01,,Ramped,100
2024-07-01,Employee 123,2021-10-25,2022-03-04,Manager 7,2022-01-02,2022-03-04,Account Executive,2021-10-25,2022-03-04,Fired,0
2024-07-01,Employee 124,2022-06-06,2023-10-26,Manager 7,2022-06-07,2023-10-26,Account Executive,2022-06-06,2023-10-26,Fired,0
2024-07-01,Employee 125,2023-01-03,,Manager 1,2023-01-03,2023-04-30,Account Executive,2023-01-03,2023-12-31,Ramped,100
2024-07-01,Employee 125,2023-01-03,,Manager 1,2023-01-03,2023-04-30,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 125,2023-01-03,,Manager 35,2023-05-01,,Account Executive,2023-01-03,2023-12-31,Ramped,100
2024-07-01,Employee 125,2023-01-03,,Manager 35,2023-05-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 126,2022-08-29,,Manager 1,2022-08-30,2023-04-30,Account Executive,2022-08-29,2023-12-31,Ramped,100
2024-07-01,Employee 126,2022-08-29,,Manager 1,2022-08-30,2023-04-30,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 126,2022-08-29,,Manager 35,2023-05-01,,Account Executive,2022-08-29,2023-12-31,Ramped,100
2024-07-01,Employee 126,2022-08-29,,Manager 35,2023-05-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 127,2022-05-23,2024-03-31,Manager 1,2022-07-01,2024-03-31,Account Executive,2022-05-23,2023-12-31,Fired,0
2024-07-01,Employee 127,2022-05-23,2024-03-31,Manager 1,2022-07-01,2024-03-31,Associate Account Executive,2024-01-01,2024-03-31,Fired,0
2024-07-01,Employee 127,2022-05-23,2024-03-31,Manager 2,2022-05-24,2022-06-30,Account Executive,2022-05-23,2023-12-31,Fired,0
2024-07-01,Employee 127,2022-05-23,2024-03-31,Manager 2,2022-05-24,2022-06-30,Associate Account Executive,2024-01-01,2024-03-31,Fired,0
2024-07-01,Employee 128,2022-06-06,2023-07-05,Manager 10,2023-02-01,2023-07-05,Account Executive,2022-06-06,2023-07-05,Fired,0
